"","beta.est","beta.se","sigma.est","sigma.se"
"ones",-13.5004960336054,0.411389145583036,6.10684046781289,0.125499381801873
"hpwt",1.1031143746562,0.479142217826811,0.191217818947565,1.03426153387061
"air",0.308714762434336,0.172780559011497,0.746075315672691,0.27951994728994
"mpd",0.269908093425544,0.0504286789853717,0,0.901928330083066
"space",3.03283560418278,0.124453736095373,0,0.47042756922273
"logPRICE",-2.14655366414825,0.218626205233181,0,0.372220100298836
